kind,routeKey,floor,geometryId,pointsBefore,pointsAfter,pointsRemoved,turnsBefore,turnsAfter,turnsRemoved,routeLengthBefore,routeLengthAfter,clearanceBefore,clearanceAfter
sameFloor,超声医学科|||外科门诊,2楼,G0167,18,8,10,0,0,0,45.630083,45.630083,20.375,20.375
sameFloor,超声医学科|||多功能科,2楼,G0172,29,8,21,1,1,0,29.802665,29.802665,20.197,20.197
sameFloor,超声医学科|||妇科门诊,2楼,G0176,14,8,6,2,2,0,46.039977,46.039977,20.375,20.375
floorNav,产科门诊|||S3|||fromElevator,3楼,G0185,28,8,20,2,2,0,33.914609,33.914609,20.378,20.378
floorNav,产科门诊|||S3|||toElevator,3楼,G0185,28,8,20,2,2,0,33.914609,33.914609,20.378,20.378
floorNav,产科门诊|||S6|||fromElevator,3楼,G0188,27,10,17,2,2,0,23.438442,23.438442,20.378,20.378
floorNav,产科门诊|||S6|||toElevator,3楼,G0188,27,10,17,2,2,0,23.438442,23.438442,20.378,20.378
floorNav,产科门诊|||S7|||fromElevator,3楼,G0189,26,14,12,1,1,0,47.673451,47.673451,20.378,20.378
floorNav,产科门诊|||S7|||toElevator,3楼,G0189,26,14,12,1,1,0,47.673451,47.673451,20.378,20.378
floorNav,内镜诊疗中心|||S6|||fromElevator,3楼,G0195,22,18,4,2,2,0,54.123314,54.123314,20.375,20.375
floorNav,内镜诊疗中心|||S6|||toElevator,3楼,G0195,22,18,4,2,2,0,54.123314,54.123314,20.375,20.375
floorNav,内镜诊疗中心|||S7|||fromElevator,3楼,G0196,28,21,7,2,2,0,78.3826,78.3826,20.375,20.375
floorNav,内镜诊疗中心|||S7|||toElevator,3楼,G0196,28,21,7,2,2,0,78.3826,78.3826,20.375,20.375
floorNav,口腔科门诊|||S3|||fromElevator,3楼,G0199,26,6,20,0,0,0,13.040701,13.040701,20.575,20.575
floorNav,口腔科门诊|||S3|||toElevator,3楼,G0199,26,6,20,0,0,0,13.040701,13.040701,20.575,20.575
floorNav,口腔科门诊|||S4|||fromElevator,3楼,G0200,26,11,15,3,3,0,24.844193,24.844193,20.197,20.197
floorNav,口腔科门诊|||S4|||toElevator,3楼,G0200,26,11,15,3,3,0,24.844193,24.844193,20.197,20.197
floorNav,口腔科门诊|||S5|||fromElevator,3楼,G0201,26,10,16,3,3,0,25.782422,25.782422,20.375,20.375
floorNav,口腔科门诊|||S5|||toElevator,3楼,G0201,26,10,16,3,3,0,25.782422,25.782422,20.375,20.375
floorNav,口腔科门诊|||S6|||fromElevator,3楼,G0202,26,19,7,4,4,0,54.637935,54.637935,20.375,20.375
floorNav,口腔科门诊|||S6|||toElevator,3楼,G0202,26,19,7,4,4,0,54.637935,54.637935,20.375,20.375
floorNav,口腔科门诊|||S7|||fromElevator,3楼,G0203,31,22,9,4,4,0,78.899594,78.899594,20.375,20.375
floorNav,口腔科门诊|||S7|||toElevator,3楼,G0203,31,22,9,4,4,0,78.899594,78.899594,20.375,20.375
floorNav,泌尿科门诊|||S1|||fromElevator,3楼,G0204,9,8,1,0,0,0,54.675324,54.675324,20.591,20.591
floorNav,泌尿科门诊|||S1|||toElevator,3楼,G0204,9,8,1,0,0,0,54.675324,54.675324,20.591,20.591
floorNav,泌尿科门诊|||S2|||fromElevator,3楼,G0205,14,11,3,0,0,0,40.774252,40.774252,20.197,20.197
floorNav,泌尿科门诊|||S2|||toElevator,3楼,G0205,14,11,3,0,0,0,40.774252,40.774252,20.197,20.197
floorNav,泌尿科门诊|||S3|||fromElevator,3楼,G0206,28,13,15,1,1,0,39.994147,39.994147,20.197,20.197
floorNav,泌尿科门诊|||S3|||toElevator,3楼,G0206,28,13,15,1,1,0,39.994147,39.994147,20.197,20.197
floorNav,泌尿科门诊|||S5|||fromElevator,3楼,G0208,10,8,2,1,1,0,21.621783,21.621783,20.575,20.575
floorNav,泌尿科门诊|||S5|||toElevator,3楼,G0208,10,8,2,1,1,0,21.621783,21.621783,20.575,20.575
floorNav,泌尿科门诊|||S7|||fromElevator,3楼,G0210,22,12,10,1,1,0,42.161835,42.161835,20.978,20.978
floorNav,泌尿科门诊|||S7|||toElevator,3楼,G0210,22,12,10,1,1,0,42.161835,42.161835,20.978,20.978
floorNav,皮肤科门诊|||S1|||fromElevator,3楼,G0211,18,13,5,1,1,0,61.728189,61.728189,20.375,20.375
floorNav,皮肤科门诊|||S1|||toElevator,3楼,G0211,18,13,5,1,1,0,61.728189,61.728189,20.375,20.375
floorNav,皮肤科门诊|||S2|||fromElevator,3楼,G0212,23,17,6,1,1,0,47.880565,47.880565,20.375,20.375
floorNav,皮肤科门诊|||S2|||toElevator,3楼,G0212,23,17,6,1,1,0,47.880565,47.880565,20.375,20.375
floorNav,皮肤科门诊|||S3|||fromElevator,3楼,G0213,25,16,9,3,3,0,47.038715,47.038715,20.375,20.375
floorNav,皮肤科门诊|||S3|||toElevator,3楼,G0213,25,16,9,3,3,0,47.038715,47.038715,20.375,20.375
floorNav,眼科门诊|||S2|||fromElevator,3楼,G0219,17,5,12,1,1,0,18.422674,18.422674,20.984,20.984
floorNav,眼科门诊|||S2|||toElevator,3楼,G0219,17,5,12,1,1,0,18.422674,18.422674,20.984,20.984
floorNav,眼科门诊|||S4|||fromElevator,3楼,G0221,30,9,21,2,2,0,37.657511,37.657511,20.197,20.197
floorNav,眼科门诊|||S4|||toElevator,3楼,G0221,30,9,21,2,2,0,37.657511,37.657511,20.197,20.197
floorNav,眼科门诊|||S5|||fromElevator,3楼,G0222,29,8,21,2,2,0,38.601664,38.601664,20.394,20.394
floorNav,眼科门诊|||S5|||toElevator,3楼,G0222,29,8,21,2,2,0,38.601664,38.601664,20.394,20.394
floorNav,眼科门诊|||S6|||fromElevator,3楼,G0223,31,18,13,2,2,0,67.445192,67.445192,20.375,20.375
floorNav,眼科门诊|||S6|||toElevator,3楼,G0223,31,18,13,2,2,0,67.445192,67.445192,20.375,20.375
floorNav,眼科门诊|||S7|||fromElevator,3楼,G0224,36,21,15,2,2,0,91.704478,91.704478,20.375,20.375
floorNav,眼科门诊|||S7|||toElevator,3楼,G0224,36,21,15,2,2,0,91.704478,91.704478,20.375,20.375
floorNav,碎石室|||S1|||fromElevator,3楼,G0225,9,8,1,2,2,0,52.667066,52.667066,20.375,20.375
floorNav,碎石室|||S1|||toElevator,3楼,G0225,9,8,1,2,2,0,52.667066,52.667066,20.375,20.375
floorNav,碎石室|||S2|||fromElevator,3楼,G0226,14,11,3,2,2,0,38.765995,38.765995,20.197,20.197
floorNav,碎石室|||S2|||toElevator,3楼,G0226,14,11,3,2,2,0,38.765995,38.765995,20.197,20.197
floorNav,碎石室|||S3|||fromElevator,3楼,G0227,27,13,14,3,3,0,37.966031,37.966031,20.197,20.197
floorNav,碎石室|||S3|||toElevator,3楼,G0227,27,13,14,3,3,0,37.966031,37.966031,20.197,20.197
floorNav,碎石室|||S4|||fromElevator,3楼,G0228,20,12,8,1,1,0,24.964455,24.964455,20.197,20.197
floorNav,碎石室|||S4|||toElevator,3楼,G0228,20,12,8,1,1,0,24.964455,24.964455,20.197,20.197
floorNav,碎石室|||S5|||fromElevator,3楼,G0229,22,10,12,1,1,0,25.791094,25.791094,20.575,20.575
floorNav,碎石室|||S5|||toElevator,3楼,G0229,22,10,12,1,1,0,25.791094,25.791094,20.575,20.575
floorNav,碎石室|||S6|||fromElevator,3楼,G0230,18,7,11,1,1,0,30.117753,30.117753,20.575,20.575
floorNav,碎石室|||S6|||toElevator,3楼,G0230,18,7,11,1,1,0,30.117753,30.117753,20.575,20.575
floorNav,耳鼻喉科门诊|||S2|||fromElevator,3楼,G0219,17,5,12,1,1,0,18.422674,18.422674,20.984,20.984
floorNav,耳鼻喉科门诊|||S2|||toElevator,3楼,G0219,17,5,12,1,1,0,18.422674,18.422674,20.984,20.984
floorNav,耳鼻喉科门诊|||S4|||fromElevator,3楼,G0221,30,9,21,2,2,0,37.657511,37.657511,20.197,20.197
floorNav,耳鼻喉科门诊|||S4|||toElevator,3楼,G0221,30,9,21,2,2,0,37.657511,37.657511,20.197,20.197
floorNav,耳鼻喉科门诊|||S5|||fromElevator,3楼,G0222,29,8,21,2,2,0,38.601664,38.601664,20.394,20.394
floorNav,耳鼻喉科门诊|||S5|||toElevator,3楼,G0222,29,8,21,2,2,0,38.601664,38.601664,20.394,20.394
floorNav,耳鼻喉科门诊|||S6|||fromElevator,3楼,G0223,31,18,13,2,2,0,67.445192,67.445192,20.375,20.375
floorNav,耳鼻喉科门诊|||S6|||toElevator,3楼,G0223,31,18,13,2,2,0,67.445192,67.445192,20.375,20.375
floorNav,耳鼻喉科门诊|||S7|||fromElevator,3楼,G0224,36,21,15,2,2,0,91.704478,91.704478,20.375,20.375
floorNav,耳鼻喉科门诊|||S7|||toElevator,3楼,G0224,36,21,15,2,2,0,91.704478,91.704478,20.375,20.375
floorNav,肛肠科门诊|||S1|||fromElevator,3楼,G0232,16,8,8,1,1,0,51.679613,51.679613,20.591,20.591
floorNav,肛肠科门诊|||S1|||toElevator,3楼,G0232,16,8,8,1,1,0,51.679613,51.679613,20.591,20.591
floorNav,肛肠科门诊|||S2|||fromElevator,3楼,G0233,21,11,10,1,1,0,37.778542,37.778542,20.197,20.197
floorNav,肛肠科门诊|||S2|||toElevator,3楼,G0233,21,11,10,1,1,0,37.778542,37.778542,20.197,20.197
floorNav,肛肠科门诊|||S3|||fromElevator,3楼,G0234,34,13,21,2,2,0,36.978578,36.978578,20.197,20.197
floorNav,肛肠科门诊|||S3|||toElevator,3楼,G0234,34,13,21,2,2,0,36.978578,36.978578,20.197,20.197
floorNav,肛肠科门诊|||S4|||fromElevator,3楼,G0235,19,13,6,0,0,0,23.948231,23.948231,20.197,20.197
floorNav,肛肠科门诊|||S4|||toElevator,3楼,G0235,19,13,6,0,0,0,23.948231,23.948231,20.197,20.197
floorNav,肛肠科门诊|||S5|||fromElevator,3楼,G0236,21,10,11,0,0,0,24.774869,24.774869,20.375,20.375
floorNav,肛肠科门诊|||S5|||toElevator,3楼,G0236,21,10,11,0,0,0,24.774869,24.774869,20.375,20.375
floorNav,肛肠科门诊|||S6|||fromElevator,3楼,G0237,19,7,12,1,1,0,23.186211,23.186211,20.575,20.575
floorNav,肛肠科门诊|||S6|||toElevator,3楼,G0237,19,7,12,1,1,0,23.186211,23.186211,20.575,20.575
floorNav,血液透析科|||S6|||fromElevator,3楼,G0244,22,18,4,2,2,0,53.636178,53.636178,20.375,20.375
